s1,s2,label
proveedor cambiando número seguimiento puedo rastrearlo paquete prometido enviar 7 días envió información incorrecta envió realidad enviaron,quién debería enviar número mtcn,0
apelación disputa,reembolso disputa,0
funcionó,realmente ayudaste así intentaré manera,0
cómo borro comentarios,cómo elimino mensajes,0
puedes decirme cuándo entregarán pedidos,puedes decirme pedidos,0
cancelé pedido entregar carga podría ayudar param aún cuenta,pedidos cancelados todavía recibido reembolso,1
correo electrónico cambiado puedo acceder anterior,accedo pedidos sigue solicitando inicio sesión,0
cuándo cancelé pago cancelado cuenta,quiero cancelar pago,0
cómo puedo abrir disputa,cómo abro disputa,1
sitio seguro,cómo funciona transferencia bancaria sitio,0
protección comprador terminado recibido paquetes 3 4 pedidos contento vendedores extendieron protección comprador excepción gustaría devuelva dinero,productos compro sospechosos recibido dinero vuelta,0
tratando abrir disputa archivo adjunto cargando,tratando hacer pago tarjeta crédito,0
eva nombre robert quandt,cómo obtengo nombre usuario,0
cómo agregar información pasaporte,cómo agregar contacto trademanager,0
envío cancelado,cancela pedido,0
cómo encontrar tienda vendedor,quiero encontrar tienda,1
muestra vendedor buscando,muestra precio promoción,0
entonces cómo puedo chatear humanos,cómo pongo contacto humanos,1
informado 3 veces,quiero tener transacción 3 artículos separado,0
cómo azar método envío,alguna posibilidad podamos hablar teléfono,0
cancelé pedido parámetro devuelto,cancelé pedido dinero devolví,1
feliz hablar persona,quiero hablar persona real,1
añadir comentarios adicionales,cómo agregar amigos tm,0
devolví pedido recibido,enviado pedido dañado proveedor puede reembolsar completo,1
configurar dirección envío,mensajero cambia dirección envío,0
puedo crear iniciar sesión cuenta deja después ingresar código,puedo crear cuenta,0
pago procesado,dedujeron pago pago reflejó orden,0
veo reloj,puedo ver producto medios encuentran,0
detener cancelación pedidos ordenado,ordenado artículo,0
puntos recompensa bajando,puntos pedidos,0
puedo difícilmente atención cliente,quiero atención cliente,1
ok pregunta,pregunta,1
cómo editar perfil,cómo edito perfil,1
precio producto cambió,proveedor respetó precio sitio,0
cómo obtengo factura,necesito factura bienes comprados valor consigo,1
abierto disputas vendedores dijeron,abrí disputa recibí número pedido,0
orden recibido vendedor respuesta,vendedor responde pedido,0
hola intento ver producto pedí acceso,pedí producto,0
emitió reembolso artículo llegado,vendedor artículo existencia,0
cómo eliminar tarjeta débito cuenta,cómo puedo eliminar artículos pedido,0
resumen orden aparece s 'opción disputa,pedido muestra,0
tarjeta sigue siendo denegada cómo puedo solucionar,recibo mensaje error hacer pago tarjeta crédito,1
compra sitio web registrarse momento encuentra inscrito aduanas dhl necesita número pedido compra,cómo uso número tienda comprar,0
puedo pedir ayuda tarjeta crédito expiró cómo puedo ingresar nueva tarjeta cuenta pagarla gustaría pedir nuevos productos posible muchas gracias,puedo transferir reembolso nueva orden,0
cómo puedo obtener reembolso,esperando reembolso cuándo puedo obtenerlo,0
puedo pagar transferencia bancaria,cómo pago pedido transferencia bancaria,1
puedo abrir disputa,puedo chatear vendedores,0
período entrega extendido,cómo puedo extender período recepción envío,0
vendedor anuncia precio incorrecto,vendedor envió tamaño incorrecto,0
cómo pagar moneda local,puedo hacer pago moneda local,1
lista deseos,artículo puede guardar lista deseos,0
gustaría hacer pago través boleta bancaria cuyo procedimiento encuentro opción deseada,tratando hacer pago transferencia bancaria puedo,0
necesito iniciar sesión cuenta,puedo iniciar sesión dice cuenta desactivada,0
sugirieron esperara tiempo conformación,cargando favor espera,0
hola puedes decirme cuándo entregarán pedidos,puedes decirme haga problema,0
cómo encontrar número orden,puedo encontrar número pedido línea,0
informado 3 veces,presioné botón pagar ahora 3 veces puedo hacer,0
artículo puede guardar lista deseos,guardará cosas lista deseos,1
ves,cómo veo compras,0
paga impuesto,algún impuesto pagar si publica través dhl,1
cómo agregar comentarios vendedor,cómo respondo comentarios,0
cómo encontrar número orden,cómo puedo encontrar número orden,1
cómo puedo recoger pedido carrito,cómo borro carrito,0
posible hablar servicio cliente,posible pagar tarjeta débito,0
bien,confundido quién hablando,0
dónde encuentro carrito compras,sé cómo usar carrito compras,1
cómo responder caso disputa,respuesta luego escalar disputa,0
necesitas números pedido,hacer corregir código postal pedido,0
cómo editar perfil,cómo puedo cambiar perfil,1
casada,inteligente,0
orden cerca,quiero cerrar solicitud,0
reclamo posterior venta,puedo vender sitio web,1
intentado tres veces recibo ninguna ayuda,cobrado 2 veces mismo pedido,0
cómo eliminar tarjeta débito cuenta,cómo eliminar pedido,0
puedes hablarle ser humano,puedo hablar humano,1
orden cerca,cómo puedo cerrar cuenta,0
quiero saber pago reembolso,quiero saber método pago,0
contacta vendedor,cómo puedo contactar vendedor,1
toma demasiado tiempo,cuánto tiempo tiempo envío,0
pido abrigo invierno pasado enero comprador entiende demasiado pequeño quiere darme reembolso muchas causas estúpidas ayúdame favor,favor dame número línea ayuda,0
sube evidencia video,puedo subir foto,0
escrito entrega fallida,escrito completado dinero devuelve,0
usted rechazó disputa producto mientras enviaba fotos solicitadas vendedor cómo desafiar decisión,rehusé pedido vendedor envió puedo hacer,0
puedes bailar,puedes ayudar,0
hola cómo puedo pedirle vendedor factura compañía,cómo puedo obtener factura producto comprado,1
quiero hablar trabajador,quiero hablar alguien,1
solo quiero saber si pedido sido enviado,sé si remitente enviado pedido,1
puedo dejar comentarios,cómo puedo dejar comentario,0
cómo editar disputa,cómo edito nombre contacto,0
debo tener cuenta empresa pedir producto,producto stock,0
hola punto limpiar lista pedidos embargo pude eliminar pedidos anteriores,cómo elimino elementos lista deseos,0
puedo encontrar guardar lista posterior,guardará cosas lista deseos,0
pregunta nuevo mini usb negro wifi adaptador pocket red enrutador inalámbrico 2nd soft ap portable,puesto contacto proveedor producto respondido pregunta,0
podemos crear cuenta,creé cuenta alguien creó cuenta usé correo electrónico,0
puedo pedir ayuda tarjeta crédito expiró cómo puedo ingresar nueva tarjeta cuenta pagarla gustaría pedir nuevos productos posible muchas gracias,puedo transferir reembolso nuevo pedido,0
quiero hacer pedido puedo,puedo hacer pedido washington,0
hola cómo puedo agregar fotos,cómo puedo agregar usuario chat,0
pedido aún proceso,orden todavía esperando pago,0
cómo elimino cuenta,cómo cierro cuenta,1
puedes ayudarme,puedes ayudarme,1
debo solicitar producto alemania entregado finlandia pagar impuestos impuestos,quiero pagar impuestos,0
transacción completa,cómo disputar orden completa,0
cómo hacer pedido pagarlo,pongo pedido personalizado,0
quiero recibir correos electrónicos centro mensajes,quiero ver centro quejas,0
ordené artículo abril,pedí producto,1
cómo hacer pedido pagar,cómo obtener bienes pagar impuestos,0
cómo confirmo entrega vez recibido pedido,orden entrega confirmada recibido paquetes,0
escribo inglés,puedo escribir dirección inglés dirección portugués,0
inglés,sé inglés,0
tener reembolso,botón reembolso,0
hacen zapatos hombres talla 12 ee uu,zapatos réplicas,0
entonces cómo puedo hacer,cuándo resolverá disputa pueda obtener reembolso,0
cómo cambiar detalles tarjeta,cómo sé detalles producto,0
cómo recuperar cuenta vieja,cuantos años,0
habla alguien,háblame,1
período entrega extendido,accidentalmente puse tiempo prolongado pedido cómo cancelo,0
orden,quiero saber orden,1
cómo informo vendedor,cómo informo vendedor,1
necesito chat línea,cómo hablo alguien línea,1
sido casi medio año,cuenta sido hackeada,0
cómo extiendo tiempo procesamiento orden,cómo extiendo tiempo procesamiento,1
verdad respuesta,alguna manera ordenar tarjeta crédito,0
recibi,recibido,0
necesito saber manera usarlo créditos,recibí cupón descuento gustaría saber cómo puedo usarlo,0
intenté nueva tarjeta necesito cambiar número tarjeta cómo hago,tarjeta débito,0
cómo puedo apelar órdenes resueltas razones seguridad,cómo puedo restablecer pregunta seguridad,0
cada vez intento pagar pedido realizado aparece mensaje error indica motivos seguridad pudo ejecutar pago cómo puede resolver,disputa soluciona,0
contacte vendedor,vendedor estafador,0
buenas tardes recibí paquete entregado persona abrí disputa vendedor insiste paquete aduana manos transportista contacté aduanas carteles paquete entregado,puse contacto oficina correos paquete devuelto,0
dónde obtener reembolso,puedo obtener detalles reembolso,1
subir video evidencia,cómo agregar videos evidencia,1
cómo configuro dirección envío,cómo cambio dirección envío,0
puedo encontrarlo,quiero encontrar producto,0
puedo usar cupón,puedo usar cupón,1
escribí arriba,escribí dirección envío incorrecta puedo hacer,0
cómo cancelar producto,cómo cancelar disputa aceptada,0
recibo correo electrónico dice pagué pagado confirmación,ordeno producto recibí ninguna confirmación correo electrónico,0
hola gustaría unirme programa afiliados gustaría utilizar canal youtube puedo usar enlace canal youtube sitio web,puedo usar imágenes sitio web,0
recibí producto aparece botón confirmar recibir,gustaría saber botón confirmar pedido recibido,0
todavía hecho reembolso,háblame,0
cancelé después pago,pedido cambiado después hice pago ocurre,0
hola 29 abril compré 2 productos diferentes recibí dice entrega infructuosa puedes decirme significa,puedo comprar 2 productos diferentes vendedores mismo envío,0
hola pedí disfraz cosplay moneda equivocada cancelé pedido vendedor dijo aclaró inmediato ahora suficiente crédito tarjeta podría amablemente recibir cantidad rápido posible volver,cómo recibo reembolso tarjeta crédito,1
obtén información nuevas funciones,cualquier nueva noticia pedido,0
cómo arriesgar mensajero envío,cuánto costo envío,0
quiero pedir artículos cuenta bajo apelación,cuántos días recibiré pedido,0
hacer pedido,cómo hago pedido,1
puedo usar tarjeta visa entonces si así cómo podría agregar tarjeta información,puedo pagar tarjeta visa si suficiente,0
cómo contactar vendedor,cómo informo vendedor,0
decepcionado últimos 3 productos ordeno 1 enero 2 febrero aún llegaron partir ahora cómo tener confianza pedir cualquier cosa,necesito entregue 1 2 días dispuesto pagar ello,0
dios puedes obtener supervisor favor,puedes cambiar idioma inglés favor,0
podría ayudarme podría abrir disputa,problema orden usted podría ayudar,0
cómo responder disputa escalada,gustaría detener aumento disputas,0
cómo puedo contactarme persona fábrica,número teléfono contacto poder hablar persona real,0
puedo hacer disputa,puedo distinguir dónde leer mensajes,0
enviaron producto defectuoso ambos productos mismo solo exijo tarifa,accidentalmente pedí doblemente mismo producto,0
paga cancelada,puedo recuperar dinero cancela pedido,0
cómo podemos escasear período entrega proceso envío,cómo puedo confirmar entrega,0
zapatos nunca llegaron problemas disputar vendedor contestará dinero,vendedor respondió reembolso puedo hacer,0
cómo agrego evidencia respondo disputa,puedo subir evidencia disputa,0
cómo puedo pagar compra,cómo puedo contactarme vendedor compra,0
vendedor responde,vendedor responsable ignora,1
enviar siria,puedes enviar california,1
hice pedido enero aún llegado,pago pedido aún procesado,0
hola disputa esperando confirmación recibo vendedor vendedor 7 días confirmar recepción 7 días pasado reembolso disputa,disputa vendedor,0
cómo obtener reembolso pago mercado,cómo puedo obtener reembolso yandex,0
voy visitar china,proveedor china,0
compañía puso disputa reembolso todavía necesito color correcto orden compañía número orden equivocado,necesito dirección correo electrónico empresa,0
diferencia pequeño paquete correo aéreo registrado,programa correo electrónico registrará,0
